id_municipio,nome_municipio,ano,id_meta_indicador,populacao_alvo,matriculas,percentual_meta,taxa_execucao_meta,taxa_matriculas,deficit_absoluto,deficit_meta
1200054,Assis Brasil,2019,2.1,1401,2533,1,1.807994289793005,1.807994289793005,0,0
1200054,Assis Brasil,2020,2.1,1423,2600,1,1.8271257905832747,1.8271257905832747,0,0
1200054,Assis Brasil,2021,2.1,1445,2536,1,1.7550173010380623,1.7550173010380623,0,0
1200054,Assis Brasil,2022,2.1,1530,2693,1,1.7601307189542483,1.7601307189542483,0,0
1200054,Assis Brasil,2023,2.1,1575,2623,1,1.6653968253968254,1.6653968253968254,0,0
1200104,Brasiléia,2019,2.1,4155,4329,1,1.0418772563176895,1.0418772563176895,0,0
1200104,Brasiléia,2020,2.1,4222,4288,1,1.0156324017053528,1.0156324017053528,0,0
1200104,Brasiléia,2021,2.1,4289,4296,1,1.0016320820704128,1.0016320820704128,0,0
1200104,Brasiléia,2022,2.1,4111,4335,1,1.0544879591340306,1.0544879591340306,0,0
1200104,Brasiléia,2023,2.1,4256,4371,1,1.0270206766917294,1.0270206766917294,0,0
1200138,Bujari,2019,2.1,1756,2494,1,1.4202733485193622,1.4202733485193622,0,0
1200138,Bujari,2020,2.1,1783,2581,1,1.447560291643298,1.447560291643298,0,0
1200138,Bujari,2021,2.1,1809,2569,1,1.420121614151465,1.420121614151465,0,0
1200138,Bujari,2022,2.1,2210,2391,1,1.0819004524886877,1.0819004524886877,0,0
1200138,Bujari,2023,2.1,2283,2354,1,1.0310994305738064,1.0310994305738064,0,0
1200179,Capixaba,2019,2.1,1967,2010,1,1.0218607015760042,1.0218607015760042,0,0
1200179,Capixaba,2020,2.1,2013,1902,1,0.9448584202682563,0.9448584202682563,111,111
1200179,Capixaba,2021,2.1,2058,1865,1,0.9062196307094267,0.9062196307094267,193,193
1200179,Capixaba,2022,2.1,1742,1917,1,1.100459242250287,1.100459242250287,0,0
1200179,Capixaba,2023,2.1,1786,1846,1,1.0335946248600223,1.0335946248600223,0,0
1200203,Cruzeiro do Sul,2019,2.1,14744,18610,1,1.2622083559414,1.2622083559414,0,0
1200203,Cruzeiro do Sul,2020,2.1,14860,18759,1,1.2623822341857336,1.2623822341857336,0,0
1200203,Cruzeiro do Sul,2021,2.1,14975,18823,1,1.2569616026711186,1.2569616026711186,0,0
1200203,Cruzeiro do Sul,2022,2.1,15330,17983,1,1.1730593607305937,1.1730593607305937,0,0
1200203,Cruzeiro do Sul,2023,2.1,15872,17799,1,1.1214087701612903,1.1214087701612903,0,0
1200252,Epitaciolândia,2019,2.1,2900,2661,1,0.9175862068965517,0.9175862068965517,239,239
1200252,Epitaciolândia,2020,2.1,2945,2757,1,0.93616298811545,0.93616298811545,188,188
1200252,Epitaciolândia,2021,2.1,2990,2749,1,0.9193979933110368,0.9193979933110368,241,241
1200252,Epitaciolândia,2022,2.1,2955,2873,1,0.9722504230118443,0.9722504230118443,82,82
1200252,Epitaciolândia,2023,2.1,3032,2859,1,0.9429419525065963,0.9429419525065963,173,173
1200302,Feijó,2019,2.1,6825,8045,1,1.1787545787545788,1.1787545787545788,0,0
1200302,Feijó,2020,2.1,6846,8186,1,1.1957347356120362,1.1957347356120362,0,0
1200302,Feijó,2021,2.1,6866,8454,1,1.2312845907369647,1.2312845907369647,0,0
1200302,Feijó,2022,2.1,6952,8252,1,1.1869965477560414,1.1869965477560414,0,0
1200302,Feijó,2023,2.1,7170,8360,1,1.1659693165969316,1.1659693165969316,0,0
1200328,Jordão,2019,2.1,2069,2620,1,1.2663122281295311,1.2663122281295311,0,0
1200328,Jordão,2020,2.1,2108,2682,1,1.2722960151802656,1.2722960151802656,0,0
1200328,Jordão,2021,2.1,2146,2762,1,1.2870456663560113,1.2870456663560113,0,0
1200328,Jordão,2022,2.1,2294,2540,1,1.107236268526591,1.107236268526591,0,0
1200328,Jordão,2023,2.1,2364,2776,1,1.1742808798646363,1.1742808798646363,0,0
1200344,Manoel Urbano,2019,2.1,1810,2261,1,1.249171270718232,1.249171270718232,0,0
1200344,Manoel Urbano,2020,2.1,1834,2355,1,1.2840785169029443,1.2840785169029443,0,0
1200344,Manoel Urbano,2021,2.1,1857,2462,1,1.3257942918686052,1.3257942918686052,0,0
1200344,Manoel Urbano,2022,2.1,2296,2368,1,1.0313588850174216,1.0313588850174216,0,0
1200344,Manoel Urbano,2023,2.1,2371,2353,1,0.9924082665541966,0.9924082665541966,18,18
1200351,Marechal Thaumaturgo,2019,2.1,4171,4507,1,1.0805562215296092,1.0805562215296092,0,0
1200351,Marechal Thaumaturgo,2020,2.1,4267,4939,1,1.1574876962737286,1.1574876962737286,0,0
1200351,Marechal Thaumaturgo,2021,2.1,4361,4433,1,1.0165099747764275,1.0165099747764275,0,0
1200351,Marechal Thaumaturgo,2022,2.1,3779,4391,1,1.1619476051865574,1.1619476051865574,0,0
1200351,Marechal Thaumaturgo,2023,2.1,3874,4329,1,1.1174496644295302,1.1174496644295302,0,0
1200336,Mâncio Lima,2019,2.1,3548,3960,1,1.116121758737317,1.116121758737317,0,0
1200336,Mâncio Lima,2020,2.1,3610,4080,1,1.1301939058171746,1.1301939058171746,0,0
1200336,Mâncio Lima,2021,2.1,3672,4100,1,1.116557734204793,1.116557734204793,0,0
1200336,Mâncio Lima,2022,2.1,3607,3995,1,1.1075686165788745,1.1075686165788745,0,0
1200336,Mâncio Lima,2023,2.1,3704,3757,1,1.0143088552915767,1.0143088552915767,0,0
1200385,Plácido de Castro,2019,2.1,3198,2896,1,0.9055659787367104,0.9055659787367104,302,302
1200385,Plácido de Castro,2020,2.1,3229,2824,1,0.8745741715701456,0.8745741715701456,405,405
1200385,Plácido de Castro,2021,2.1,3261,2657,1,0.8147807421036491,0.8147807421036491,604,604
1200385,Plácido de Castro,2022,2.1,2680,2746,1,1.0246268656716417,1.0246268656716417,0,0
1200385,Plácido de Castro,2023,2.1,2726,2607,1,0.9563462949376376,0.9563462949376376,119,119
1200807,Porto Acre,2019,2.1,2974,3472,1,1.167451244115669,1.167451244115669,0,0
1200807,Porto Acre,2020,2.1,3026,3462,1,1.1440846001321876,1.1440846001321876,0,0
1200807,Porto Acre,2021,2.1,3076,3316,1,1.0780234070221066,1.0780234070221066,0,0
1200807,Porto Acre,2022,2.1,2683,3188,1,1.1882221393961983,1.1882221393961983,0,0
1200807,Porto Acre,2023,2.1,2744,3161,1,1.1519679300291545,1.1519679300291545,0,0
1200393,Porto Walter,2019,2.1,2573,2973,1,1.1554605518849592,1.1554605518849592,0,0
1200393,Porto Walter,2020,2.1,2628,3025,1,1.1510654490106544,1.1510654490106544,0,0
1200393,Porto Walter,2021,2.1,2683,2931,1,1.0924338427133806,1.0924338427133806,0,0
1200393,Porto Walter,2022,2.1,2305,2678,1,1.1618221258134491,1.1618221258134491,0,0
1200393,Porto Walter,2023,2.1,2363,2583,1,1.0931019889970377,1.0931019889970377,0,0
1200401,Rio Branco,2019,2.1,58624,59986,1,1.0232328056768558,1.0232328056768558,0,0
1200401,Rio Branco,2020,2.1,59502,59215,1,0.995176632718228,0.995176632718228,287,287
1200401,Rio Branco,2021,2.1,60370,56946,1,0.9432830876263044,0.9432830876263044,3424,3424
1200401,Rio Branco,2022,2.1,52498,55840,1,1.0636595679835423,1.0636595679835423,0,0
1200401,Rio Branco,2023,2.1,54160,54683,1,1.0096565731166913,1.0096565731166913,0,0
1200427,Rodrigues Alves,2019,2.1,3607,3300,1,0.9148877183254782,0.9148877183254782,307,307
1200427,Rodrigues Alves,2020,2.1,3687,3316,1,0.8993761866015731,0.8993761866015731,371,371
1200427,Rodrigues Alves,2021,2.1,3766,3150,1,0.8364312267657993,0.8364312267657993,616,616
1200427,Rodrigues Alves,2022,2.1,2846,2973,1,1.044624033731553,1.044624033731553,0,0
1200427,Rodrigues Alves,2023,2.1,2903,2829,1,0.9745091284877713,0.9745091284877713,74,74
1200435,Santa Rosa do Purus,2019,2.1,1631,2162,1,1.325567136725935,1.325567136725935,0,0
1200435,Santa Rosa do Purus,2020,2.1,1676,2180,1,1.3007159904534606,1.3007159904534606,0,0
1200435,Santa Rosa do Purus,2021,2.1,1719,2035,1,1.183827806864456,1.183827806864456,0,0
1200435,Santa Rosa do Purus,2022,2.1,1677,1966,1,1.1723315444245677,1.1723315444245677,0,0
1200435,Santa Rosa do Purus,2023,2.1,1729,1923,1,1.1122035858877963,1.1122035858877963,0,0
1200500,Sena Madureira,2019,2.1,7692,7637,1,0.9928497139885596,0.9928497139885596,55,55
1200500,Sena Madureira,2020,2.1,7803,7670,1,0.9829552736127131,0.9829552736127131,133,133
1200500,Sena Madureira,2021,2.1,7913,7458,1,0.9424996840641982,0.9424996840641982,455,455
1200500,Sena Madureira,2022,2.1,6936,7430,1,1.0712226066897348,1.0712226066897348,0,0
1200500,Sena Madureira,2023,2.1,7152,7089,1,0.9911912751677853,0.9911912751677853,63,63
1200450,Senador Guiomard,2019,2.1,3566,4183,1,1.1730229949523276,1.1730229949523276,0,0
1200450,Senador Guiomard,2020,2.1,3599,4238,1,1.1775493192553488,1.1775493192553488,0,0
1200450,Senador Guiomard,2021,2.1,3632,4157,1,1.1445484581497798,1.1445484581497798,0,0
1200450,Senador Guiomard,2022,2.1,3323,4159,1,1.2515798976828167,1.2515798976828167,0,0
1200450,Senador Guiomard,2023,2.1,3393,3845,1,1.133215443560271,1.133215443560271,0,0
1200609,Tarauacá,2019,2.1,8680,10556,1,1.2161290322580645,1.2161290322580645,0,0
1200609,Tarauacá,2020,2.1,8800,10554,1,1.1993181818181817,1.1993181818181817,0,0
1200609,Tarauacá,2021,2.1,8918,10415,1,1.1678627494954026,1.1678627494954026,0,0
1200609,Tarauacá,2022,2.1,8864,10016,1,1.1299638989169676,1.1299638989169676,0,0
1200609,Tarauacá,2023,2.1,9175,10289,1,1.12141689373297,1.12141689373297,0,0
1200708,Xapuri,2019,2.1,3094,2868,1,0.9269553975436329,0.9269553975436329,226,226
1200708,Xapuri,2020,2.1,3138,2720,1,0.8667941363926067,0.8667941363926067,418,418
1200708,Xapuri,2021,2.1,3181,2648,1,0.8324426281043696,0.8324426281043696,533,533
1200708,Xapuri,2022,2.1,2921,2675,1,0.9157822663471414,0.9157822663471414,246,246
1200708,Xapuri,2023,2.1,2989,2757,1,0.9223820675811308,0.9223820675811308,232,232
1200013,Acrelândia,2019,3.1,860,606,0.85,0.8290013679890561,0.7046511627906977,254,125
1200013,Acrelândia,2020,3.1,873,697,0.85,0.9392898052691868,0.7983963344788088,176,45
1200013,Acrelândia,2021,3.1,886,747,0.85,0.9919001460629399,0.8431151241534989,139,6
1200013,Acrelândia,2022,3.1,790,664,0.85,0.9888309754281459,0.8405063291139241,126,8
1200013,Acrelândia,2023,3.1,808,717,0.85,1.0439720442632499,0.8873762376237624,91,0
1200054,Assis Brasil,2019,3.1,464,315,0.85,0.7986815415821501,0.6788793103448276,149,79
1200054,Assis Brasil,2020,3.1,472,330,0.85,0.8225324027916251,0.6991525423728814,142,71
1200054,Assis Brasil,2021,3.1,479,394,0.85,0.9677023210119121,0.8225469728601252,85,13
1200054,Assis Brasil,2022,3.1,507,439,0.85,1.018679661213598,0.8658777120315582,68,0
1200054,Assis Brasil,2023,3.1,522,353,0.85,0.7955826008564345,0.6762452107279694,169,91
1200104,Brasiléia,2019,3.1,1341,921,0.85,0.8080010527701014,0.6868008948545862,420,219
1200104,Brasiléia,2020,3.1,1363,930,0.85,0.8027275473652411,0.6823184152604549,433,229
1200104,Brasiléia,2021,3.1,1384,965,0.85,0.8202992179530773,0.6972543352601156,419,211
1200104,Brasiléia,2022,3.1,1327,1101,0.85,0.9761070969457866,0.8296910324039186,226,27
1200104,Brasiléia,2023,3.1,1374,891,0.85,0.7629077832006166,0.648471615720524,483,277
